1148,415,3759.6,0.96989,0.53071,4
1160,336,4195.1,0.98554,0.55739,4
1209,368,4232,0.98417,0.4973,4
937,323,2952.5,0.98393,0.47491,4
1158,419,3881.8,0.97577,0.55123,4
1153,415,3842.6,0.97649,0.48528,4
1170,356,3383.7,0.98334,0.53432,4
1244,401,4029.9,0.98351,0.51631,4
1216,339,3659.5,0.98617,0.60781,4
1209,352,3561.2,0.98593,0.56689,4
1170,359,3636.8,0.9857,0.55387,4
999,347,3169.7,0.98013,0.46307,4
1364,433,4732.4,0.98276,0.54535,4
1367,428,4482.5,0.98184,0.55594,4
1333,401,4368,0.98419,0.55474,4
1176,382,3767,0.9829,0.55072,4
1164,332,3633.9,0.98517,0.57291,4
1241,365,4033.7,0.98405,0.55568,4
1227,367,3979.6,0.98399,0.55909,4
1225,395,3931.2,0.98417,0.55356,4
1229,402,4064.2,0.98378,0.54753,4
1145,365,3619.8,0.98525,0.54585,4
996,303,2868.4,0.98631,0.54183,4
1168,365,3889.9,0.98227,0.58724,4
1172,371,4099.2,0.98431,0.52332,4
1370,450,5183.3,0.98391,0.50263,4
1176,370,3597.6,0.98052,0.52732,4
1504,473,4701.2,0.98456,0.54687,4
1556,488,5128.1,0.98294,0.55546,4
1505,441,4592.2,0.98539,0.59656,4
1500,476,4760.7,0.98387,0.55326,4
1226,395,3827.3,0.98567,0.53667,4
991,333,3189.2,0.97864,0.54265,4
1151,335,3501.1,0.98579,0.56746,4
1169,368,3438.9,0.98593,0.50655,4
1163,371,3502.9,0.98556,0.51138,4
1161,373,3374.9,0.98593,0.48537,4
1150,384,3444.8,0.98584,0.49095,4
1173,339,3412.3,0.98422,0.55818,4
1161,355,3486.4,0.98563,0.5189,4
1174,354,3464.3,0.98625,0.53874,4
1169,386,3513,0.98368,0.50292,4
1172,376,3764.4,0.98469,0.52744,4
1156,363,3912.1,0.98545,0.50745,4
1123,336,3738.9,0.98311,0.57277,4
1241,396,4024.6,0.98276,0.56429,4
1230,388,3922.7,0.98276,0.56576,4
1135,345,3441.2,0.98541,0.52799,4
963,314,2981.8,0.98474,0.53038,4
1163,357,3487.5,0.98545,0.53685,4
1556,467,5178.4,0.98369,0.55355,4
1120,342,3587.6,0.98392,0.57918,4
1145,372,3649.2,0.98218,0.54469,4
1140,369,3613.8,0.98174,0.55552,4
1113,331,3642.7,0.98224,0.64543,4
1138,382,3868.9,0.97663,0.55648,4
1147,341,3342.5,0.98624,0.54133,4
1825,561,5751.4,0.98522,0.537,4
1155,379,3892.2,0.97925,0.54568,4
1173,368,3829.2,0.98342,0.64441,2
1723,530,6116.2,0.98418,0.66153,2
1223,470,4141.4,0.97277,0.55665,2
1173,380,3848.9,0.98244,0.63061,2
1227,410,4059.4,0.98413,0.54551,2
1210,400,3795.4,0.98414,0.57465,2
1173,388,3905.5,0.9818,0.56862,2
1876,589,6231.1,0.98261,0.64183,2
1165,398,3915.7,0.97994,0.60968,2
1156,379,3677.9,0.9823,0.60995,2
1162,372,3568,0.97959,0.63398,2
1727,524,5956.3,0.98396,0.66015,2
1851,615,7045.5,0.97806,0.65336,2
1159,365,3878.1,0.98191,0.61778,2
1182,362,4133.4,0.98201,0.63693,2
1152,365,3634.9,0.98022,0.66835,2
1073,309,3801.2,0.98169,0.75524,2
1079,327,3497.8,0.98469,0.64925,2
1172,378,3602.3,0.98432,0.6003,2
1150,385,3877.9,0.98284,0.59444,2
1165,391,4031.1,0.97915,0.61977,2
1147,363,3796,0.98305,0.65096,2
968,356,3571.1,0.97408,0.56015,2
1002,322,3208.6,0.98342,0.61514,2
1855,710,6157.9,0.97686,0.50735,2
1134,325,3504.1,0.98365,0.68968,2
1213,397,4300.6,0.98143,0.63666,2
1255,451,4407.1,0.97768,0.5914,2
1490,474,5287,0.98298,0.59363,2
1145,357,3595.8,0.98395,0.63659,2
1128,317,3562.4,0.98453,0.74902,2
1831,571,6329,0.98322,0.64847,2
1125,362,3792.3,0.9808,0.66199,2
1174,414,4468.7,0.9763,0.59459,2
1173,348,4307.7,0.98221,0.68561,2
1131,362,3433.8,0.98509,0.59148,2
1157,390,3592.8,0.98287,0.57997,2
1179,400,4015,0.98146,0.6029,2
1006,323,2933.6,0.98549,0.57633,2
1548,479,5685.7,0.98063,0.68788,2
1534,498,6759.5,0.97903,0.58288,2
1169,402,4073.8,0.97872,0.60374,2
1136,444,4344.6,0.97171,0.56288,2
1359,490,4910.4,0.97686,0.56774,2
1115,379,4176.7,0.97876,0.58566,2
1792,599,7021.6,0.98174,0.60441,2
1395,422,4589.1,0.98401,0.63918,2
1753,556,6013.8,0.98343,0.63281,2
1179,367,3721.1,0.98216,0.68813,2
1861,559,6510.1,0.98162,0.72617,2
1363,554,4793.3,0.97085,0.50503,2
1554,452,4521.3,0.9853,0.67532,2
1239,401,4083.9,0.9837,0.61286,2
1519,478,5006.9,0.98424,0.60477,2
1559,466,4702.5,0.98445,0.6173,2
996,317,3133.5,0.98344,0.61263,2
1844,642,6277.4,0.98262,0.55831,2
1824,553,6705.9,0.98221,0.66024,2
1136,306,3694.1,0.98489,0.794,2
1735,502,6395.6,0.98375,0.73039,2
1270,499,4700.1,0.97352,0.51042,2
1169,378,4056.6,0.98016,0.63081,2
1802,534,5648.3,0.98509,0.66411,2
1149,389,3525.2,0.98372,0.56773,2
1166,370,3530.8,0.98497,0.60046,2
1166,420,3998.3,0.98134,0.53713,2
1365,453,5214,0.97374,0.70874,2
1176,344,3875.4,0.98152,0.74819,2
1736,575,6073.3,0.98119,0.62255,2
1730,526,5818.9,0.98415,0.66516,2
1531,503,4459.1,0.98428,0.5749,2
